,timestamp,open,high,low,close,volume,0,SMA1,SMA2,cross,up,upper,lower,adx,price_diff,gain,loss,avg_gain,avg_loss,rs,rsi,macd_value,signal_line,macd_histogram,market_trend
0,1715641200000.0,62784.3,62943.8,,62937.5,0.47555128,,,,null,,,,,,0.0,-0.0,,,,,0.0,0.0,0.0,BEAR
1,1715644800000.0,62932.3,63073.0,,62809.3,4.54712356,,,,null,,,,,-128.1999999999971,0.0,128.1999999999971,,,,,-0.12800792411871953,-0.025601584823743907,-0.10240633929497563,BEAR
2,1715648400000.0,62810.8,63012.7,,62635.2,3.06079193,,,,null,,,,,-174.10000000000582,0.0,174.10000000000582,,,,,-0.4294712985356455,-0.10637552756612423,-0.32309577096952125,BEAR
3,1715652000000.0,62657.6,62683.4,,62602.1,8.57377436,,,,null,,,,,-33.099999999998545,0.0,33.099999999998545,,,,,-0.7630811880517285,-0.2377166596632451,-0.5253645283884835,BEAR
4,1715655600000.0,62500.1,62616.3,,62490.6,5.86203528,,,,null,,,,,-111.5,0.0,111.5,,,,,-1.207023168426531,-0.43157796141590227,-0.7754452070106286,BEAR
5,1715659200000.0,62487.4,62650.7,,62538.7,11.3986345,,,,null,,,,,48.099999999998545,48.099999999998545,-0.0,,,,,-1.6016049737590947,-0.6655833638845408,-0.936021609874554,BEAR
6,1715662800000.0,62524.1,62746.4,,62705.1,3.5212004,,,,null,,,,,166.40000000000146,166.40000000000146,-0.0,,,,,-1.8288509179255925,-0.8982368746927512,-0.9306140432328414,BULL
7,1715666400000.0,62698.9,62698.9,,62039.4,22.7119783,,,,null,,,,,-665.6999999999971,0.0,665.6999999999971,,,,,-2.7201151071785716,-1.2626125211899153,-1.4575025859886563,BEAR
8,1715670000000.0,62033.2,62065.4,,62011.8,15.21015683,,,,null,,,,,-27.599999999998545,0.0,27.599999999998545,,,,,-3.6362627260532463,-1.7373425621625815,-1.8989201638906648,BEAR
9,1715673600000.0,62026.2,62026.2,,61853.1,11.76311774,,,,null,,,,,-158.70000000000437,0.0,158.70000000000437,,,,,-4.708120985727874,-2.33149824687564,-2.376622738852234,BEAR
10,1715677200000.0,61852.3,61933.1,,61794.6,1.07294901,,,,null,,,,,-58.5,0.0,58.5,,,,,-5.8351714384843945,-3.0322328851973905,-2.802938553287004,BEAR
11,1715680800000.0,61785.4,61816.4,,61702.0,3.84635648,,,,null,,,,,-92.59999999999854,0.0,92.59999999999854,,,,,-7.051295414734341,-3.836045391104781,-3.21525002362956,BEAR
12,1715684400000.0,61702.0,61871.3,,61794.4,2.11257061,,,,null,,,,,92.40000000000146,92.40000000000146,-0.0,,,,,-8.171500842239766,-4.703136481331778,-3.468364360907988,BEAR
13,1715688000000.0,61785.8,62103.1,,61578.1,25.24328451,,,,null,,,,,-216.3000000000029,0.0,216.3000000000029,,,,,-9.504310298121709,-5.663371244689764,-3.8409390534319447,BEAR
14,1715691600000.0,61578.0,62026.0,,61702.0,8.18739226,,,,null,,,,,123.90000000000146,123.90000000000146,-0.0,,,,,-10.709393969555094,-6.67257578966283,-4.036818179892264,BEAR
15,1715695200000.0,61702.0,62232.1,,61802.9,14.64593288,,,,null,,,,,100.90000000000146,100.90000000000146,-0.0,,,,,-11.810097593435785,-7.700080150417422,-4.1100174430183625,BEAR
16,1715698800000.0,61805.0,62021.7,,61770.1,4.36961642,,,,null,,,,,-32.80000000000291,0.0,32.80000000000291,,,,,-12.940231326378125,-8.748110385609564,-4.192120940768561,BEAR
17,1715702400000.0,61775.7,61786.5,,61394.1,50.16539915,,,,null,,,,,-376.0,0.0,376.0,,,,,-14.442390553405858,-9.886966419168823,-4.555424134237034,BEAR
18,1715706000000.0,61406.7,61455.0,,61303.5,13.20495263,,,,null,,,,,-90.59999999999854,0.0,90.59999999999854,,,,,-16.03048547146318,-11.115670229627694,-4.914815241835486,BEAR
19,1715709600000.0,61293.1,61435.7,,61404.0,23.18833928,,,,null,,,,,100.5,100.5,-0.0,,,,,-17.51344180423621,-12.395224544549396,-5.118217259686812,BEAR
20,1715713200000.0,61426.1,61638.0,,61603.0,4.2374006,,,,null,,,,,199.0,199.0,-0.0,,,,,-18.79321911126317,-13.674823457892153,-5.118395653371017,BEAR
21,1715716800000.0,61579.6,61662.0,,61628.3,2.95652154,,,,null,,,,,25.30000000000291,25.30000000000291,-0.0,,,,,-20.04386321430502,-14.948631409174727,-5.095231805130293,BULL
22,1715720400000.0,61583.4,61746.9,,61670.0,4.48268471,,,,null,,,,,41.69999999999709,41.69999999999709,-0.0,,,,,-21.24908345581207,-16.208721818502198,-5.040361637309871,BULL
23,1715724000000.0,61655.6,61748.4,,61737.6,0.96984952,,,,null,,,,,67.59999999999854,67.59999999999854,-0.0,,,,,-22.38315230110311,-17.44360791502238,-4.93954438608073,BULL
24,1715727600000.0,61701.5,61708.6,,61558.1,57.82988804,,,,null,,,,,-179.5,0.0,179.5,,,,,-23.69301040177379,-18.693488412372663,-4.999521989401128,BEAR
25,1715731200000.0,61558.1,61756.7,,61373.9,28.52060801,,,,null,,,,,-184.1999999999971,0.0,184.1999999999971,,,,,-25.182821522612358,-19.9913550344206,-5.191466488191757,BEAR
